EventId;ProcessId;EventType;Severity;EventDescription;KB_URL
 Alarm set: SESSION TABLE reason=CP/Flow session table full;SYSTEM;Flow session table full;3;"The ""CP/Flow session table full"" message reports traffic dropped on the firewall as the device has hit its maximum Session capacity.";KB28113
 SCHED: Thread.*ran for.*without yielding;PFE;Initialization Error;3;"""Scheduler Oinker"" messages seen on console at various instances with various mPIM combinations.";KB19547
 writing kernel.*;SYSTEM;Kernel Crash;2;Kernel crash event.  Message sting captured after router reboots: writing kernel.;KB19116
.*Alarm set: .*Temp Too Warm.*;SYSTEM;Environmental problem;2;The system is indicating that the sensor on a EX FPC is exceeding the temperature threshold.;KB19117
.*cm_read_i2c errno is 5.*;SYSTEM;Read error;4;The chassis manager event message results from an error in calculating the DC power budget for POE interfaces.;KB19118
.*dcd.* unknown encaps_ohead;SYSTEM;System;3;Informational message generated by dcd deamon in syslog when certain protocols and vlans are configured (e.g., MSTI, VRRP).;KB19388
.*Keepalive timeout of.*Assuming RE mastership.*;SYSTEM;Routing-engine failure;2;Backup RE assumed mastership due to RE keepalive timeout.;KB19119
.*Multi-bit ECC error.*;SYSTEM;SDRAM ECC Error;2;The PFE detected a multi-bit error correcting code (ECC) error in one of the forwarding engine boards.;KB19013
.*snp_igmp_io_flood: relay failed.*;SYSTEM;IGMP Error;4;This message indicates that the device is flooding IGMP unknown packet BACK on the SAME PORT that it was received on.;KB19120
Adjacency Lost;SYSTEM;Adjacency Lost;2;"The message ""Action Syslog on .* [adjacency-loss]: :Adjacency Lost"" is reported into the system message to indicate the occurrence of a link-fault event i.e. Link Adjacency Lost.";KB27359
Alarm set Host  ECC single bit parity error;SYSTEM;Single Correctable ECC Error;3;"The ""ECC single bit parity error"" message reports that a correctable single bit error was detected once on the designated platform.";KB24159
Alarm set RE Host hard-disk drive error;SYSTEM;Hard Disk Drive Error;3;"The ""hard-disk drive error"" message reports that a hard drive on the specified Routing Engine is no longer available to the kernel.  Usually what is seen is that either the message is reported from the Backup Routing Engine, or the Master RE gets the boolist corrupted, reboots to fix that, and in the process RE Mastership switches.  If there is only one Routing Engine, it will reboot also on occurrance of this message.  At that point the affected Routing Engine will run off its alternate media, usually Compact Flash.";KB24254
Alarm set: CB color=RED, class=CHASSIS, reason=CB;SYSTEM;CB error;3;"The ""CB . Failure"" message reports a hardware issue.  Usually this is with the referenced Control Board, although sometimes it may be with an FPC.";KB26889
cannot perform nh operation ADDANDGET;SYSTEM;Route update failure;3;"The ""cannot perform nh operation ADDANDGET"" syslog message can be generated when unicast peering gets changed.  The message itself does not affect transit traffic.";KB23179
cm_ff_ifd_disable: fast failover disabled;CHASSISD;Fast Failover Disabled;3;The chassism process could not forward traffic as expected.;KB21803
Daemon Crash;SYSTEM;Daemon Crash;2;Any JUNOS daemon crash that occurs with a core dump.;KB18867
fpm_atlas_acb_storm_state_change: acb storm active;SYSTEM;CB Interrupt Error;3;"The ""acb storm active"" message reports when a Control Board has received too many interrupts to process during a certain time interval.";KB28398
Frame Error crossed threshold;SYSTEM;Frame Error;2;"The message ""Action Syslog on .* [frame-error-event]: :Frame Error crossed threshold .* "" is reported into the system message to indicate the occurrence of a link-fault event i.e. Errored Frame Event.";KB27356
Loss of com munication with Backup RE;SYSTEM;RE Communication Error;3;The Loss of communication with Backup RE message is logged each time the Master Routing Engine detects loss of keepalives being sent from the Backup Routing Engine.;KB20849
New CRC errors found on xfchip;SYSTEM;XFCHIP Error;3;"The ""New CRC errors found on xfchip"" message reports errors on the High Speed Link between a Trio FPC/DPC card, and the associated SCB board.";KB28055
phy_BCM8726_read_i2c: pumaj phy eeprom read failed;SYSTEM;EEPROM Read Failed;4;"When the ""phy_BCM8747_read_i2c: phy eeprom read failed"" log message is seen on EX 8200 switches, the system missed a read from the EEPROM.";KB19303
sntl_f_check_dest_errors: Fabric request time out for plane;SYSTEM;Fabric Request Timeout;3;"The ""sntl_f_check_dest_errors: Fabric request time out for plane"" message is logged when an issue with a fabric connection is detected. The message reports the hardware that detected the issue, not the hardware that produced it.";KB21779
TASK_OS_MEMHIGH;System;Excessive memory utilization;3;The process is using the indicated amount and percentage of Routing Engine memory, which is considered excessive.;KB19121
TASK_SYSTEM;System;Session error;3;A system call made by this process failed.;KB19122
TFTPD_RECVCOMPLETE_INFO;TFTPD;TFTP File Received;3;The TFTP process (tnp.tftpd) received the last portion of a transmitted file. This message records the number of blocks received, the block size used, and the name of the file to which the data was written.;KB26245
UI_DBASE_REBUILD_FAILED;MGD;Database failure;3;The management process (mgd) could not rebuild the configuration database file.;KB19123
UI_DBASE_REBUILD_SCHEMA_FAILED;MGD;Database failure;3;The management process (mgd) could not rebuild the schema for the configuration database.;KB19124
UI_DBASE_REOPEN_FAILED;MGD;Database failure;3;After rebuilding the schema file for the configuration database, the management process (mgd) closes the file and reopens it in read-only mode to prevent corruption. It could not reopen the file.;KB19125
UI_SCHEMA_SEQUENCE_ERROR;MGD;Process error;3;The JUNOS user interface schema file records all CLI commands and configuration statements available in the JUNOS software. The management process (mgd) rebuilds the schema as necessary to be compatible with the JUNOS software installed on the routing platform. A sequence number in the schema acts as a checksum that represents its content and format. A JUNOS process attempted to access the schema but determined that the schema's sequence number means that it is incompatible with the process.;KB19126
UTMD_MALLOC_FAILURE;UTMD;Memory Allocation Error;3;The example process (utmd) could not allocate memory for a resource possibly due to lack of memory;KB19127
UTMD_SSAMLIB_FAILURE;UTMD;Communication Error;3;The example process (utmd) encoutered an error while calling a function or from a callback of the ssamlib library.;KB19128
VCCPD_PROTOCOL_LSPCKSUM;VCCPD;Checksum error;3;The indicated vccpd link-state PDU (LSP) failed an internal checksum validity test, implying that it was corrupted.;KB19129
VCCPD_PROTOCOL_OVERLOAD;VCCPD;Memory allocation error;2;The vccpd link-state database is full and no additional memory can be allocated for it.;KB19130
VRRPD_MISSING_VIP;VRRPD;Protocol Error;3;The indicated interface received a Virtual Routing Redundancy protocol (VRRP) packet for the indicated VRRP group in which the indicated Virtual IP address was missing.;KB19131
WEB_ALLOCATE;HTTPD;Memory Allocation Error;3;The Web management process (httpd) could not allocate the indicated amount of memory, for the indicated reason.;KB19132
WEB_MEMORY_ALLOC;HTTPD;Memory Allocation Error;3;The Web management process (httpd) could not allocate the indicated number of bytes of memory, for the indicated reason.;KB19133
WEB_MGD_LISTEN_ERROR;HTTPD;Socket Failure;3;The web management process could not open the MGD listening socket.;KB19134
WEB_SOCKET;HTTPD;Socket failure;3;The Web management process (httpd) could not create a socket, for the indicated reason.;KB19135
WEBFILTER_CACHE_NOT_ENABLED;HTTPD;Initialization Error;3;Failed to enable the category cache for web-filtering;KB19136
WEBFILTER_REQUEST_NOT_CHECKED;HTTPD;Process Error;3;Web-filtering failed to check a web request;KB19137
RODR offset overflow count;PFED;ASIC Error;2;Cell Reorder failure occured which caused packet drop;KB14710
CHASSISD_BLOWERS_SPEED_FULL;CHASSISD;External;3;System temperature cross threshold;Undefined
sync xtxn error;PFED;ASIC Error;2;Trinity PPEs have external transaction error;KB25227
Async XTXN Err Trap;PFED;ASIC Error;2;Trinity PPEs have external transaction error;KB25227
PPE Thread Timeout;PFED;ASIC Error;2;Trinity PPEs have external transaction error;KB25227
PPE.* Errors;PFED;ASIC Error;2;Trinity PPEs have external transaction error;KB25227
SONN errors;PFED;SR ASIC Error;2;The counter counts the number of frames which were received from the fabric connection;KB21933
RKME int_status;PFED;SR ASIC Error;2;The RKME engine received the 'interrupt shown' error;KB23011
PPE HW Fault Trap;PFED;ASIC Error;2;Trinity PPEs have HW trap errors;KB22088
Fatal Error Encountered;PFED;ASIC Error;2;Hardware is having Fatal errors;KB26111
IDMEM Parity error;PFED;ASIC Error;2;Trinity PPEs have external transaction error;KB25227
##from kbv2 files;;;;;
ICHIP.*REG_ERR:Non first cell drops in ichip fi rord;PFED;ASIC Error;2;Undefined;KB19019
Wi seg ucode discards in fabric stream;PFED;ASIC Error;2;Undefined;KB21045
REG_ERR:first cell drops in ichip fi rord;PFED;ASIC Error;2;Undefined;KB21041
REG_ERR:packet checksum error in input fab_stream;PFED;ASIC Error;2;Undefined;KB20741
Wi seg packet ttl error in fabric stream;PFED;ASIC Error;2;Undefined;KB21054
JBUS_EPIO_TIMEOUT;CHASSISD;HARDWARE ERROR;2;Undefined;KB23083
SPF:spf_change_sfe(),671: jt_nh_multiple_init() returned error-code(No memory:3)!;KERNEL;Undefined;4;Undefined;KB22376
RT-HAL,rt_entry_add_msg_check;RPD;Undefined;3;Undefined;KB22373
RT-HAL.*route process failed;RPD;Undefined;3;Undefined;KB22356
FPC .* Fan/Blower Absent;CHASSISD;Undefined;2;Undefined;KB22207
puma_rnh_hw_token_free: token free failed;RPD;Undefined;3;Undefined;KB22200
BOOTPD_CONF_OPEN;BOOTPD;Undefined;3;Undefined;KB22012
mld6_input: src :: is not link-local;RPD;Undefined;3;Undefined;KB21383
Fatal: Chain_nh:.*does not exist in topoconnection of nh;KERNEL;Undefined;2;Undefined;KB22346
Entered yellow memory zone 400 ms ago;CHASSISD;Undefined;2;Undefined;KB19552
Entered orange memory zone 200 ms ago;CHASSISD;Undefined;2;Undefined;KB19552
Entered red memory zone 100 ms ago;CHASSISD;Undefined;2;Undefined;KB19552
CPLD - link .* has a TXFAULT;CHASSISD;Undefined;3;Undefined;KB19637
BAD_PAGE_FAULT;SYSTEM;Undefined;3;Undefined;KB19976
phy_BCM8726_read_i2c: pumaj phy eeprom read failed;SYSTEM;Undefined;4;Undefined;KB20734
mqchip_intx_interrupt_handler: MQ2 Reading the interrupt status failed with error 1;CHASSISD;Undefined;3;Undefined;KB21730
mqchip_interrupt_handler: MQ1 Reading the interrupt status failed with error 1;CHASSISD;Undefined;3;Undefined;KB21730
FWAUTH_TELNET_LONG_PASSWORD;FWAUTH;Undefined;4;Undefined;KB22307
FWAUTH_TELNET_LONG_USERNAME;FWAUTH;Undefined;4;Undefined;KB22309
FWAUTH_TELNET_USER_AUTH_ACCEPTED;FWAUTH;Undefined;4;Undefined;KB22311
RPD_MPLS_INTF_MAX_LABELS_ERROR;RPD;Undefined;2;Undefined;KB20605
EZchip 1 Throttle: .*have seen interrupt throttling at least once per second;PFED;Undefined;3;Undefined;KB21369
SNMPD_HEALTH_MON_ERROR;SNMPD;Undefined;3;Undefined;KB21436
SNMPD_HEALTH_MON_INSTANCE ;SNMPD;Undefined;3;Undefined;KB21436
LU.* Errors lmem data error;PFED;Undefined;2;Undefined;KB22381
terminated by signal number;SYSTEM;Undefined;3;Undefined;KB23631
DYNAMIC_VPN_LICENSE_CHECK_FAILED;SYSTEM;Undefined;4;Undefined;KB23879
mspmand.*terminated by signal number;SYSTEM;Undefined;4;Undefined;KB24063
RPD_KRT_FLOW_SESSION;RPD;Undefined;3;Undefined;KB24089
RPD_MPLS_OAM_LSP_PING_REPLY_ERR;RPD;Undefined;3;Undefined;KB24091
LIBJNX_EXEC_SELECT;SYSTEM;Undefined;3;Undefined;KB23008
master dfw_grph_merge_dfw_bind: rules for filter will not be installed;DFWD;Undefined;3;Undefined;KB23361
IDMEM Parity error in Bank;PFED;Undefined;2;Undefined;KB19882
LUCHIP.*jspec_pio_read_u256 failed;PFED;Undefined;2;Undefined;KB24641
LUCHIP.*pio_read_u64() failed;PFED;Undefined;2;Undefined;KB24641
LUCHIP.*jspec_pio_read_u128 failed;PFED;Undefined;2;Undefined;KB24641
RPD_SCHED_SLIP;RPD;Undefined;2;Undefined;KB14701
QCHIP.*Failed to get Ntf memory;PFED;Undefined;3;Undefined;KB24461
VRRPD_ADVERT_TIME_MISMATCH;VRRPD;Undefined;3;Undefined;KB26064
bgp_send: .*blocked (no spooling requested): Resource temporarily unavailable;RPD;Undefined;3;Undefined;KB25849
bgp_read_v4_message.*NOTIFICATION received from.*code 4 (Hold Timer Expired Error);RPD;Undefined;3;Undefined;KB25849
This PIC will be reset on graceful switchover;CHASSISD;Undefined;4;Undefined;KB25591
